datetime,competition,match,FT result,h2hmatches,h2hgoals,h2h goals/match,total goals,to bet,btts,goalsFest,,,,
10-04-2019 17:45,Switzerland >  Super League 2018/2019,FC Luzern - BSC Young Boys,1:3 (0:0),175,615,"3,51","4,00",TRUE,TRUE,TRUE,,,20,"17,4"
12-04-2019 19:00,England >  Premier League 2 Div. 2 2018/2019,Norwich City U23 - Middlesbrough FC U23,2:3 (0:2),18,71,"3,94","5,00",TRUE,TRUE,TRUE,,,10,"8,7"
12-04-2019 19:00,England >  Premier League 2 Div. 2 2018/2019,Reading FC U23 - Aston Villa U23,3:2 (0:0),14,65,"4,64","5,00",TRUE,TRUE,TRUE,,,10,"8,7"
13-04-2019 17:30,Netherlands >  Eredivisie 2018/2019,AFC Ajax - SBV Excelsior,6:2 (3:1),49,185,"3,78","8,00",TRUE,TRUE,TRUE,,,10,"8,7"
13-04-2019 19:45,Netherlands >  Eredivisie 2018/2019,Feyenoord - Heracles Almelo,2:1 (1:0),51,195,"3,82","3,00",TRUE,TRUE,TRUE,,,10,"8,7"
14-04-2019 14:30,Germany >  Bundesliga 2018/2019,Fortuna Düsseldorf - Bayern München,1:4 (0:2),55,194,"3,53","5,00",TRUE,TRUE,TRUE,,,10,"8,7"
15-04-2019 19:00,England >  Premier League 2 2018/2019,Chelsea FC U23 - Arsenal FC U23,1:3 (0:3),19,82,"4,32","4,00",TRUE,TRUE,TRUE,,,10,"8,7"
15-04-2019 19:00,England >  Premier League 2 2018/2019,Swansea City U23 - Tottenham Hotspur U23,1:2 (1:1),4,16,"4,00","3,00",TRUE,TRUE,TRUE,,,10,"8,7"
15-04-2019 19:00,England >  Premier League 2 Div. 2 2018/2019,Newcastle United U23 - Manchester United U23,0:5 (0:3),9,34,"3,78","5,00",TRUE,FALSE,FALSE,,,10,-10
15-04-2019 19:00,Netherlands >  Eerste Divisie 2018/2019,Jong Ajax - Go Ahead Eagles,5:2 (2:1),11,41,"3,73","7,00",TRUE,TRUE,TRUE,,,20,"17,4"
17-04-2019 20:00,Bolivia >  Liga Profesional 2019 Apertura,CD Guabirá - The Strongest,1:2 (0:1),39,139,"3,56","3,00",TRUE,TRUE,TRUE,,,10,"8,7"
19-04-2019 18:00,France >  Ligue 1 2018/2019,Dijon FCO - Stade Rennais,3:2 (1:0),12,44,"3,67","5,00",TRUE,TRUE,TRUE,,,10,"8,7"
20-04-2019 01:00,USA >  Major League Soccer 2019,Toronto FC - Minnesota United FC,4:3 (2:1),4,21,"5,25","7,00",TRUE,TRUE,TRUE,,,10,"8,7"
20-04-2019 17:30,Netherlands >  Eredivisie 2018/2019,FC Emmen - FC Utrecht,2:0 (2:0),9,33,"3,67","2,00",TRUE,FALSE,FALSE,,,10,-10
20-04-2019 20:00,Bolivia >  Liga Profesional 2019 Apertura,Sport Boys Warnes - The Strongest,0:0 (0:0),26,94,"3,62","0,00",TRUE,FALSE,FALSE,,,20,-20
21-04-2019 17:00,Turkey >  SüperLig 2018/2019,Alanyaspor - Fenerbahçe,1:0 (0:0),20,75,"3,75","1,00",TRUE,FALSE,FALSE,,,30,-30
21-04-2019 21:00,Bolivia >  Liga Profesional 2019 Apertura,Bolívar - CD Guabirá,3:0 (0:0),39,141,"3,62","3,00",TRUE,FALSE,FALSE,,,40,-40
23-04-2019 10:30,AFC >   AFC Champions League Elite 2019 > Group F,Melbourne Victory - Guangzhou Evergrande,1:1 (1:1),4,14,"3,50","2,00",TRUE,TRUE,FALSE,,,50,-50
23-04-2019 12:30,AFC >   AFC Champions League Elite 2019 > Group H,Shanghai SIPG - Sydney FC,2:2 (0:1),4,17,"4,25","4,00",TRUE,TRUE,TRUE,,,60,"52,2"
23-04-2019 19:45,Netherlands >  Eredivisie 2018/2019,AFC Ajax - Vitesse,4:2 (1:0),87,315,"3,62","6,00",TRUE,TRUE,TRUE,,,50,"43,5"
25-04-2019 01:00,USA >  Major League Soccer 2019,Minnesota United FC - Los Angeles Galaxy,0:0 (0:0),17,68,"4,00","0,00",TRUE,FALSE,FALSE,,,40,-40
26-04-2019 19:00,Netherlands >  Eerste Divisie 2018/2019,Almere City FC - Jong PSV,2:1 (1:0),20,80,"4,00","3,00",TRUE,TRUE,TRUE,,,50,"43,5"
29-04-2019 19:00,England >  Premier League 2 Div. 2 2018/2019,Aston Villa U23 - West Bromwich Albion U23,0:0 (0:0),19,69,"3,63","0,00",TRUE,FALSE,FALSE,,,40,-40
29-04-2019 19:00,Netherlands >  Eerste Divisie 2018/2019,Jong Ajax - FC Twente,2:5 (2:2),6,25,"4,17","7,00",TRUE,TRUE,TRUE,,,50,"43,5"
03-05-2019 19:00,England >  Premier League 2 2018/2019,Brighton & Hove Albion U23 - Chelsea FC U23,1:2 (1:2),11,41,"3,73","3,00",TRUE,TRUE,TRUE,,,40,"34,8"
03-05-2019 19:00,England >  Premier League 2 Div. 2 2018/2019 Playoffs > Semi-finals,Southampton FC U23 - Aston Villa U23,2:0 (1:0),13,48,"3,69","2,00",TRUE,FALSE,FALSE,,,30,-30
03-05-2019 19:00,England >  Premier League 2 Div. 2 2018/2019 Playoffs > Semi-finals,Reading FC U23 - Newcastle United U23,"2:3 (0:0, 1:1, 2:2) pso",17,70,"4,12","5,00",TRUE,TRUE,TRUE,,,40,"34,8"
03-05-2019 19:00,Netherlands >  Eerste Divisie 2018/2019,Jong Ajax - Almere City FC,8:0 (4:0),20,81,"4,05","8,00",TRUE,FALSE,FALSE,,,30,-30
03-05-2019 19:30,Germany >  Bundesliga 2018/2019,1. FSV Mainz 05 - RB Leipzig,3:3 (1:2),17,64,"3,76","6,00",TRUE,TRUE,TRUE,,,40,"34,8"
08-05-2019 11:00,AFC >   AFC Champions League Elite 2019 > Group F,Daegu FC - Melbourne Victory,4:0 (1:0),2,8,"4,00","4,00",TRUE,FALSE,FALSE,,,30,-30
08-05-2019 17:30,Denmark >  1. Division 2018/2019,Silkeborg IF - Thisted FC,5:0 (1:0),6,21,"3,50","5,00",TRUE,FALSE,FALSE,,,40,-40
11-05-2019 14:30,Germany >  Bundesliga 2018/2019,Borussia Dortmund - Fortuna Düsseldorf,3:2 (1:0),77,287,"3,73","5,00",TRUE,TRUE,TRUE,,,50,"43,5"
12-05-2019 13:30,Netherlands >  Eredivisie 2018/2019,Willem II - FC Emmen,2:3 (2:1),13,47,"3,62","5,00",TRUE,TRUE,TRUE,,,40,"34,8"
12-05-2019 13:30,Netherlands >  Eredivisie 2018/2019,Heracles Almelo - SBV Excelsior,4:5 (1:2),50,181,"3,62","9,00",TRUE,TRUE,TRUE,,,30,"26,1"
13-05-2019 19:00,England >  Premier League 2 Div. 2 2018/2019 Playoffs > Final,Southampton FC U23 - Newcastle United U23,2:1 (1:0),13,62,"4,77","3,00",TRUE,TRUE,TRUE,,,20,"17,4"
15-05-2019 18:30,Netherlands >  Eredivisie 2018/2019,De Graafschap - AFC Ajax,1:4 (1:2),44,157,"3,57","5,00",TRUE,TRUE,TRUE,,,10,"8,7"
18-05-2019 14:30,Germany >  Bundesliga 2018/2019,Bor. Mönchengladbach - Borussia Dortmund,0:2 (0:1),132,472,"3,58","2,00",TRUE,FALSE,FALSE,,,10,-10
18-05-2019 20:00,France >  Ligue 1 2018/2019,Paris Saint-Germain - Dijon FCO,4:0 (3:0),16,62,"3,88","4,00",TRUE,FALSE,FALSE,,,20,-20
19-05-2019 14:30,Germany >  2. Bundesliga 2018/2019,Arminia Bielefeld - Holstein Kiel,1:0 (0:0),15,53,"3,53","1,00",TRUE,FALSE,FALSE,,,30,-30
22-05-2019 13:00,FIFA >   Friendlies Clubs 2019 > Week,Guangzhou R&F - Bor. Mönchengladbach,0:4 (0:3),1,4,"4,00","4,00",TRUE,FALSE,FALSE,,,40,-40
23-05-2019 20:00,Bolivia >  Liga Profesional 2019 Apertura,Sport Boys Warnes - Bolívar,1:2 (1:0),24,89,"3,71","3,00",TRUE,TRUE,TRUE,,,50,"43,5"
25-05-2019 02:00,USA >  Major League Soccer 2019,Real Salt Lake - Atlanta United FC,2:1 (1:0),5,19,"3,80","3,00",TRUE,TRUE,TRUE,,,40,"34,8"
25-05-2019 18:00,Switzerland >  Super League 2018/2019,BSC Young Boys - FC Luzern,4:0 (1:0),175,615,"3,51","4,00",TRUE,FALSE,FALSE,,,30,-30
26-05-2019 12:30,China >  League One 2019,Qingdao Huanghai - Changchun Yatai,2:3 (1:1),2,7,"3,50","5,00",TRUE,TRUE,TRUE,,,40,"34,8"
02-06-2019 21:00,USA >  Major League Soccer 2019,Minnesota United FC - Philadelphia Union,2:3 (1:2),7,28,"4,00","5,00",TRUE,TRUE,TRUE,,,30,"26,1"
